0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.190088388420718957e-17,-1.416098052688790580e-03,-2.406928822917819843e-17,-1.704608834059965394e-17,6.363291827424462366e-02,-1.254998430186330394e-01,-5.723516331402228596e-01,-3.142349614007292302e-17,-2.981259058292112102e-02,-2.981259058292248798e-02,-2.981259058292167266e-02,-2.981259058292232839e-02,0.000000000000000000e+00
-4.163336342344337027e-17,-1.647533846843422713e-03,-3.482492614264240193e-17,2.174378302794563771e-16,-7.859586251566781645e-02,3.423226196531714560e-02,-7.773594499879102893e-01,1.503098757788677570e-16,-3.468492309143939717e-02,-3.468492309144154129e-02,-3.468492309144008412e-02,-3.468492309144086821e-02,0.000000000000000000e+00
-8.109832250191573166e-17,-6.350328864626041472e-03,-4.330275034844513136e-17,-1.108068270093618456e-17,-2.265964359691677865e-01,2.010370325819476889e-01,-9.463192493724483789e-01,-9.747784634171933060e-17,-1.336911339921259267e-01,-1.336911339921290631e-01,-1.336911339921266206e-01,-1.336911339921271202e-01,0.000000000000000000e+00
-7.437626903250560417e-17,-7.405162752051745387e-03,-3.768777400998065685e-17,-4.067754458236497273e-16,-3.143905217199794988e-01,2.883082000634504816e-01,-1.066094943568144604e+00,-4.889097819212903880e-16,-1.558981632010883189e-01,-1.558981632010910945e-01,-1.558981632010888740e-01,-1.558981632010892349e-01,0.000000000000000000e+00
-7.741203511546501659e-17,-8.280626984325465886e-03,-3.111744721179970591e-17,-5.253504419457619734e-16,-3.898094133356688751e-01,3.684151354097419118e-01,-1.167217891384898287e+00,-6.098649479927381117e-16,-1.743289891436930750e-01,-1.743289891436956285e-01,-1.743289891436936578e-01,-1.743289891436936856e-01,0.000000000000000000e+00
-7.611099250848241127e-17,-8.950480547424116695e-03,-3.041507118075959200e-17,-5.190803540777366819e-16,-4.506500022365059199e-01,4.330440803903441438e-01,-1.248371829110870523e+00,-6.151478736983134737e-16,-1.884311694194541476e-01,-1.884311694194566733e-01,-1.884311694194547304e-01,-1.884311694194547582e-01,0.000000000000000000e+00
-7.372574772901430151e-17,-9.465315746655029658e-03,-2.885800352128811939e-17,-5.136506480748063149e-16,-4.993262903863426305e-01,4.839219848874478647e-01,-1.312704974252398626e+00,-6.159546471454674021e-16,-1.992698051927365988e-01,-1.992698051927390135e-01,-1.992698051927370984e-01,-1.992698051927370984e-01,0.000000000000000000e+00
-6.548581121812446781e-17,-9.861644656954323546e-03,-2.264883149286230182e-17,-5.048760515188738253e-16,-5.381870911700574744e-01,5.233554914197083852e-01,-1.363243132450529416e+00,-6.209343470509566284e-16,-2.076135717253534962e-01,-2.076135717253555224e-01,-2.076135717253538848e-01,-2.076135717253537738e-01,0.000000000000000000e+00
-6.526897078362736693e-17,-1.016530248679517121e-02,-1.948475991333447523e-17,-4.910902190392257127e-16,-5.691845943731207447e-01,5.533896874107741004e-01,-1.402533343386128895e+00,-6.222125732173511943e-16,-2.140063681430555698e-01,-2.140063681430574571e-01,-2.140063681430560139e-01,-2.140063681430557918e-01,0.000000000000000000e+00
-6.188083899461016557e-17,-1.039519353438679745e-02,-1.659661940417921255e-17,-4.839244845376426710e-16,-5.938912457288308966e-01,5.757183736761708470e-01,-1.432660036612445786e+00,-6.234330076839992485e-16,-2.188461796713004337e-01,-2.188461796713021268e-01,-2.188461796713008223e-01,-2.188461796713005447e-01,0.000000000000000000e+00
-5.949559421514205582e-17,-1.056550097050844295e-02,-1.291334577785033760e-17,-4.731383036267125209e-16,-6.135606260293650083e-01,5.917141082147550080e-01,-1.455312409749847991e+00,-6.265473243998721762e-16,-2.224315993791246560e-01,-2.224315993791261548e-01,-2.224315993791249890e-01,-2.224315993791246004e-01,0.000000000000000000e+00
-5.786929095641379917e-17,-1.068702853626475949e-02,-1.074448734171917089e-17,-4.645480403147148582e-16,-6.291875978130646585e-01,6.024782330483743342e-01,-1.471852879449663698e+00,-6.273782899949002733e-16,-2.249900744476787395e-01,-2.249900744476801273e-01,-2.249900744476790448e-01,-2.249900744476786008e-01,0.000000000000000000e+00
-5.694771910980112040e-17,-1.076806957603914337e-02,-9.635266590989449398e-18,-4.548375829001821880e-16,-6.415595908957602012e-01,6.088891656316826051e-01,-1.483376943921845825e+00,-6.282848133972105035e-16,-2.266962016008237102e-01,-2.266962016008250147e-01,-2.266962016008239877e-01,-2.266962016008235159e-01,0.000000000000000000e+00
-5.754403030466814783e-17,-1.081500088869721994e-02,-1.007305109235097859e-17,-4.337375805869490135e-16,-6.512984118139666379e-01,6.116440217600532803e-01,-1.490763281719027500e+00,-6.759621395976837509e-16,-2.276842292357305619e-01,-2.276842292357318942e-01,-2.276842292357308395e-01,-2.276842292357303954e-01,0.000000000000000000e+00
-5.771343689411900790e-17,-1.083270408785658862e-02,-1.045489127108100553e-17,-4.247882644308613242e-16,-6.588937158840965091e-01,6.112930497706140498e-01,-1.494714942133815061e+00,-6.576925433632540185e-16,-2.280569281654014624e-01,-2.280569281654027947e-01,-2.280569281654017399e-01,-2.280569281654012959e-01,0.000000000000000000e+00
-5.795230018524472060e-17,-1.082487161257455512e-02,-1.075858110526595889e-17,-4.127039429974761094e-16,-6.647295780499650197e-01,6.082675791367088136e-01,-1.495792905550121565e+00,-6.588157553459073221e-16,-2.278920339489375890e-01,-2.278920339489389213e-01,-2.278920339489378666e-01,-2.278920339489374225e-01,0.000000000000000000e+00
-5.947695949030246121e-17,-1.079423128675229340e-02,-1.168870489281649730e-17,-3.992966003698720005e-16,-6.691054890619591022e-01,6.029024567682494951e-01,-1.494443269647850903e+00,-6.591070038610466898e-16,-2.272469744579425910e-01,-2.272469744579439788e-01,-2.272469744579428685e-01,-2.272469744579424522e-01,0.000000000000000000e+00
-5.995807420434290380e-17,-1.074271056342047254e-02,-1.185101138287482400e-17,-3.860929074699156529e-16,-6.722528929689171040e-01,5.954539114153518664e-01,-1.491019173181455049e+00,-6.721832036032338325e-16,-2.261623276509568958e-01,-2.261623276509582836e-01,-2.261623276509571734e-01,-2.261623276509567571e-01,0.000000000000000000e+00
-6.153016735444688523e-17,-1.067155400519227172e-02,-1.200435559178995366e-17,-3.717607007355557224e-16,-6.743481676321855245e-01,5.861136628740211130e-01,-1.485798402165003695e+00,-6.550698309562990421e-16,-2.246642948461526623e-01,-2.246642948461540779e-01,-2.246642948461529399e-01,-2.246642948461525235e-01,0.000000000000000000e+00
-6.171312647105381410e-17,-1.058140262899877858e-02,-1.163720812426248137e-17,-3.590226654633679004e-16,-6.755227613721505042e-01,5.750199519824802374e-01,-1.478997465216733920e+00,-6.502510413044824568e-16,-2.227663711368159660e-01,-2.227663711368173816e-01,-2.227663711368162436e-01,-2.227663711368157995e-01,0.000000000000000000e+00
-6.145562845508850680e-17,-1.047234019266427528e-02,-1.140676948295803016e-17,-3.470760248732196368e-16,-6.758710415506974378e-01,5.622660350642435523e-01,-1.470782785015466221e+00,-6.545650830049043111e-16,-2.204703198455632840e-01,-2.204703198455646718e-01,-2.204703198455635615e-01,-2.204703198455630897e-01,0.000000000000000000e+00
-5.996485046792093820e-17,-1.034390858132424630e-02,-1.171281792577994495e-17,-3.351733243555972504e-16,-6.754562822474894368e-01,5.479065700471346112e-01,-1.461279533219985716e+00,-6.529105486999547559e-16,-2.177664964489310628e-01,-2.177664964489324506e-01,-2.177664964489313404e-01,-2.177664964489309241e-01,0.000000000000000000e+00
-6.023590101104231431e-17,-1.019509164834788394e-02,-1.180305687384938018e-17,-3.229053586222813512e-16,-6.743151131775616536e-01,5.319622220276155611e-01,-1.450578536297090437e+00,-6.560898236561212232e-16,-2.146335083862707660e-01,-2.146335083862721815e-01,-2.146335083862710713e-01,-2.146335083862706550e-01,0.000000000000000000e+00
